HymnNumber,Text,CleanedText
629,"Previous Hymn Next Hymn Favorite Create Jesus, the Very Thought of Thee Added to Favorites Lyrics 1 Jesus, the very thought of thee with sweetness fills my breast. But sweeter far thy face to see, and in thy presence rest. 2 Nor voice can sing, nor heart can frame, nor can the mind recall a sweeter sound than thy blest name, O Savior of us all. 3 O hope of every contrite heart, O joy of all the meek, to those who fall, how kind thou art! How good to those who seek! 4 But what to those who find?  Ah, this nor tongue nor pen can show. The love of Jesus, what it is none but his loved ones know. 5 Jesus, our only joy be thou, as thou our prize wilt be. Jesus, be thou our glory now, and through eternity. Informational Notes The sweetness celebrated in this anonymous 12th-century Latin poem is not cloying or sentimental; it is more like an antidote to bitterness and a source of hope and healing. The best-known 19th-century translation is set here to a tune composed especially for these words.","1 Jesus, the very thought of thee with sweetness fills my breast. But sweeter far thy face to see, and in thy presence rest. 2 Nor voice can sing, nor heart can frame, nor can the mind recall a sweeter sound than thy blest name, O Savior of us all. 3 O hope of every contrite heart, O joy of all the meek, to those who fall, how kind thou art! How good to those who seek! 4 But what to those who find?  Ah, this nor tongue nor pen can show. The love of Jesus, what it is none but his loved ones know. 5 Jesus, our only joy be thou, as thou our prize wilt be. Jesus, be thou our glory now, and through eternity."
630,"Previous Hymn Next Hymn Favorite Create Fairest Lord Jesus Added to Favorites Lyrics 1 Fairest Lord Jesus, Ruler of all nature, O thou of God to earth come down, thee will I cherish, thee will I honor, thou, my soul's glory, joy, and crown. 2 Fair are the meadows, fairer still the woodlands, robed in the blooming garb of spring. Jesus is fairer; Jesus is purer, who makes the woeful heart to sing. 3 Fair is the sunshine, fairer still the moonlight, and all the twinkling, starry host. Jesus shines brighter; Jesus shines purer, than all the angels heaven can boast. 4 Beautiful Savior, Ruler of the nations, Son of God and Son of Man! Glory and honor, praise, adoration, now and forevermore be thine! Informational Notes Franz Liszt used this melody for a “Crusaders’ March” in an oratorio, but this hymn had nothing to do with the Crusades. No record of the German text exists before the middle of the 17th century or of the Silesian folk melody before the first half of the 19th century.","1 Fairest Lord Jesus, Ruler of all nature, O thou of God to earth come down, thee will I cherish, thee will I honor, thou, my soul's glory, joy, and crown. 2 Fair are the meadows, fairer still the woodlands, robed in the blooming garb of spring. Jesus is fairer; Jesus is purer, who makes the woeful heart to sing. 3 Fair is the sunshine, fairer still the moonlight, and all the twinkling, starry host. Jesus shines brighter; Jesus shines purer, than all the angels heaven can boast. 4 Beautiful Savior, Ruler of the nations, Son of God and Son of Man! Glory and honor, praise, adoration, now and forevermore be thine!"
631,"Previous Hymn Next Hymn Favorite Create In the Presence of Your People Added to Favorites Lyrics 1 In the presence of your people I will praise your name, for alone you are holy, enthroned on the praises of Israel. Let us celebrate your goodness and your steadfast love; may your name be exalted here on earth and in heaven above. 2 All who love you sing your praises and proclaim your power, for alone you are holy, enthroned on the praises of Israel. You have not ignored our suffering but have heard our cry; may your name be exalted here on earth and in heaven above. 3 All who seek your rule will praise you and be satisfied; for alone you are holy, enthroned on the praises of Israel. All the peoples of the nations will bow down to you; may your name be exalted here on earth and in heaven above. Informational Notes This text based on the affirmative later parts of Psalm 22 (especially verses 3, 22–28) has an unusual structure, with alternating lines of stanza and refrain. It also has an uncommon history, as the first stanza was written in New Zealand and the remaining stanzas in Canada.","1 In the presence of your people I will praise your name, for alone you are holy, enthroned on the praises of Israel. Let us celebrate your goodness and your steadfast love; may your name be exalted here on earth and in heaven above. 2 All who love you sing your praises and proclaim your power, for alone you are holy, enthroned on the praises of Israel. You have not ignored our suffering but have heard our cry; may your name be exalted here on earth and in heaven above. 3 All who seek your rule will praise you and be satisfied; for alone you are holy, enthroned on the praises of Israel. All the peoples of the nations will bow down to you; may your name be exalted here on earth and in heaven above."
632,"Previous Hymn Next Hymn Favorite Create People of the Lord Added to Favorites ‹ › Lyrics People of the Lord, listen to my voice. Hear the ancient words. Once again rejoice! Refrain: What we have heard, what we have known, let our tongues tell our sons and daughters the wonders of our living God, that they may join us in the chorus. Tell of God’s great deeds. Teach God’s loving law that faith’s precious seed in each heart may grow.	(Refrain) Tell the news till each generation knows. They, in turn, will teach those yet to be born. 	(Refrain) May we trust in God, rest in God’s strong hand, live in God’s strong love, follow God’s commands. 	(Refrain) Informational Notes This paraphrase of the first seven verses of Psalm 78 represents the introduction to a long narrative history, with special emphasis on the mighty acts of God on Israel’s behalf. This retelling is also intended to prevent the hearers from repeating their ancestors’ mistakes.","People of the Lord, listen to my voice. Hear the ancient words. Once again rejoice! Refrain: What we have heard, what we have known, let our tongues tell our sons and daughters the wonders of our living God, that they may join us in the chorus. Tell of God’s great deeds. Teach God’s loving law that faith’s precious seed in each heart may grow.	(Refrain) Tell the news till each generation knows. They, in turn, will teach those yet to be born. 	(Refrain) May we trust in God, rest in God’s strong hand, live in God’s strong love, follow God’s commands. 	(Refrain)"
633,"Previous Hymn Next Hymn Favorite Create Praise Ye the Lord Added to Favorites Lyrics Refrain: Praise ye the Lord, Hallelujah! Everybody praise the Lord. Praise God with the sound of the trumpet. Praise God with the lute and the harp. Praise God with timbrel and dancing. Praise God wherever you are.	(Refrain) Praise God with holy cymbals. Praise God with strings and with pipes. Praise God with clashing cymbals. Praise God with all of your might. (Refrain) Praise God in the holy temple. Praise God for almighty deeds. Praise God for those bountiful mercies, for God fulfills our needs. 	(Refrain) Praise God on top of the mountains. Praise God both day and night. Praise God down in the low valleys. Praise God because it's all right. 	(Refrain) Informational Notes Like the original psalm, this paraphrase of Psalm 150 ranges widely through lists of how, why, and where to praise God. Couched in a syncopated African American gospel style, the setting invites the addition of instruments, though the voices of singers remain most important.","Refrain: Praise ye the Lord, Hallelujah! Everybody praise the Lord. Praise God with the sound of the trumpet. Praise God with the lute and the harp. Praise God with timbrel and dancing. Praise God wherever you are.	(Refrain) Praise God with holy cymbals. Praise God with strings and with pipes. Praise God with clashing cymbals. Praise God with all of your might. (Refrain) Praise God in the holy temple. Praise God for almighty deeds. Praise God for those bountiful mercies, for God fulfills our needs. 	(Refrain) Praise God on top of the mountains. Praise God both day and night. Praise God down in the low valleys. Praise God because it's all right. 	(Refrain)"
634,"Previous Hymn Next Hymn Favorite Create To God Be the Glory Added to Favorites ‹ › Lyrics 1 To God be the glory; great things he has done! So loved he the world that he gave us his Son, who yielded his life an atonement for sin, and opened the life-gate that all may go in. Refrain: Praise the Lord, praise the Lord; let the earth hear his voice! Praise the Lord, praise the Lord; let the people rejoice! O come to the Father through Jesus the Son, and give him the glory: great things he has done! 2 Great things he has taught us; great things he has done, and great our rejoicing through Jesus the Son; but purer and higher and greater will be our wonder, our transport, when Jesus we see.	(Refrain) Informational Notes This American gospel song became popular in England in the late 19th century, then returned to this country in the mid-20th century with the Billy Graham crusades. Its continuing popularity may well be due to the freedom from subjective considerations in its praise of God.","1 To God be the glory; great things he has done! So loved he the world that he gave us his Son, who yielded his life an atonement for sin, and opened the life-gate that all may go in. Refrain: Praise the Lord, praise the Lord; let the earth hear his voice! Praise the Lord, praise the Lord; let the people rejoice! O come to the Father through Jesus the Son, and give him the glory: great things he has done! 2 Great things he has taught us; great things he has done, and great our rejoicing through Jesus the Son; but purer and higher and greater will be our wonder, our transport, when Jesus we see.	(Refrain)"
635,"Previous Hymn Next Hymn Favorite Create Sing, Praise, and Bless the Lord Added to Favorites Lyrics Sing, praise, and bless the Lord. Sing, praise, and bless the Lord. Peoples! Nations! Alleluia! Sing, praise, and bless the Lord. Sing, praise, and bless the Lord. Peoples! Nations! Alleluia! Laudate Dominum, laudate Dominum, omnes gentes, alleluia! Laudate Dominum, laudate Dominum, omnes gentes, alleluia! Informational Notes By the way the notes fall on the syllables, repeated singing reveals that this refrain based on Psalm 117:1 originally set the Latin text. The refrains of the ecumenical community at Taizé, France, often use Latin because it is not the language of any current political power.","Sing, praise, and bless the Lord. Sing, praise, and bless the Lord. Peoples! Nations! Alleluia! Sing, praise, and bless the Lord. Sing, praise, and bless the Lord. Peoples! Nations! Alleluia! Laudate Dominum, laudate Dominum, omnes gentes, alleluia! Laudate Dominum, laudate Dominum, omnes gentes, alleluia!"
636,"Previous Hymn Next Hymn Favorite Create Let All the World in Every Corner Sing Added to Favorites Lyrics Let all the world in every corner sing, my God and King! 1 The heavens are not too high, God's praise may thither fly; the earth is not too low, God's praises there may grow. Let all the world in every corner sing, my God and King! 2 The church with psalms must shout: no door can keep them out. But, more than all, the heart must bear the longest part. Let all the world in every corner sing, my God and King! Informational Notes The 20th-century tune used here is among the few to honor the intention of the author, a 17th-century Anglican pastor and poet, to sing the refrain before, between, and after the two stanzas. The mention of “psalms” in the second stanza is a clue that hymns were not yet common.","Let all the world in every corner sing, my God and King! 1 The heavens are not too high, God's praise may thither fly; the earth is not too low, God's praises there may grow. Let all the world in every corner sing, my God and King! 2 The church with psalms must shout: no door can keep them out. But, more than all, the heart must bear the longest part. Let all the world in every corner sing, my God and King!"
637,"Previous Hymn Next Hymn Favorite Create O Sing to the Lord Added to Favorites Lyrics 1 O sing to the Lord; O sing God a new song. O sing to the Lord; O sing God a new song. O sing to the Lord; O sing God a new song. O sing to our God; O sing to our God. 2 For God is the Lord, and God has done wonders. For God is the Lord, and God has done wonders. For God is the Lord, and God has done wonders. O sing to our God; O sing to our God. 3 So dance for our God and blow all the trumpets. So dance for our God and blow all the trumpets. So dance for our God and blow all the trumpets. O sing to our God; O sing to our God. 4 O shout to our God, who gave us the Spirit. O shout to our God, who gave us the Spirit. O shout to our God, who gave us the Spirit. O sing to our God; O sing to our God. 5 For Jesus is Lord! Amen! Alleluia! For Jesus is Lord! Amen! Alleluia! For Jesus is Lord! Amen! Alleluia! O sing to our God; O sing to our God. Portuguese 1 Cantai ao Senhor um cântico novo, (3x) cantai ao Senhor, cantai ao Senhor. 2 Porque ele fez, ele fez maravilhas, (3x) cantai ao Senhor, cantai ao Senhor. 3 Cantai ao Senhor, bendizei o seu nome, (3x) cantai ao Senhor, cantai ao Senhor. 4 É ele quem dá o Espírito Santo, (3x) cantai ao Senhor, cantai ao Senhor. 5 Jesus é o Senhor!  Amém, aleluia! (3x) cantai ao Senhor, cantai ao Senhor. Spanish 1 Cantad al Señor un cántico nuevo. (3x) ¡Cantad al Señor, cantad al Señor! 2 Pues nuestro Señor ha hecho prodigios. (3x) ¡Cantad al Señor, cantad al Señor! 3 Cantad al Señor, alabadle con arpa. (3x) ¡Cantad al Señor, cantad al Señor! 4 Es él quien nos da el Espíritu Santo. (3x) ¡Cantad al Señor, cantad al Señor! 5 ¡Jesús es Señor! ¡Amén, aleluya! (3x) ¡Cantad al Señor, cantad al Señor! Informational Notes A Lutheran missionary musician heard this song at a pastors’ conference in southern Brazil in 1982, then went home to Argentina (where he was then serving) and translated it from Portuguese into Spanish. Later, when back in the U.S.A. on furlough, he translated it into English.","1 O sing to the Lord; O sing God a new song. O sing to the Lord; O sing God a new song. O sing to the Lord; O sing God a new song. O sing to our God; O sing to our God. 2 For God is the Lord, and God has done wonders. For God is the Lord, and God has done wonders. For God is the Lord, and God has done wonders. O sing to our God; O sing to our God. 3 So dance for our God and blow all the trumpets. So dance for our God and blow all the trumpets. So dance for our God and blow all the trumpets. O sing to our God; O sing to our God. 4 O shout to our God, who gave us the Spirit. O shout to our God, who gave us the Spirit. O shout to our God, who gave us the Spirit. O sing to our God; O sing to our God. 5 For Jesus is Lord! Amen! Alleluia! For Jesus is Lord! Amen! Alleluia! For Jesus is Lord! Amen! Alleluia! O sing to our God; O sing to our God. Portuguese 1 Cantai ao Senhor um cântico novo, (3x) cantai ao Senhor, cantai ao Senhor. 2 Porque ele fez, ele fez maravilhas, (3x) cantai ao Senhor, cantai ao Senhor. 3 Cantai ao Senhor, bendizei o seu nome, (3x) cantai ao Senhor, cantai ao Senhor. 4 É ele quem dá o Espírito Santo, (3x) cantai ao Senhor, cantai ao Senhor. 5 Jesus é o Senhor!  Amém, aleluia! (3x) cantai ao Senhor, cantai ao Senhor. Spanish 1 Cantad al Señor un cántico nuevo. (3x) ¡Cantad al Señor, cantad al Señor! 2 Pues nuestro Señor ha hecho prodigios. (3x) ¡Cantad al Señor, cantad al Señor! 3 Cantad al Señor, alabadle con arpa. (3x) ¡Cantad al Señor, cantad al Señor! 4 Es él quien nos da el Espíritu Santo. (3x) ¡Cantad al Señor, cantad al Señor! 5 ¡Jesús es Señor! ¡Amén, aleluya! (3x) ¡Cantad al Señor, cantad al Señor!"
638,"Previous Hymn Next Hymn Favorite Create O Come and Sing unto the Lord Added to Favorites Lyrics 1 O come and sing unto the Lord; to God our voices raise; let us in our most joyful songs the Lord, our Savior, praise. 2 Before God's presence let us come with praise and thankful voice; let us sing psalms to God with grace; with grateful hearts, rejoice. 3 The Lord our God is King of kings, above all gods enthroned; the depths of earth and mountains high by God alone are owned. 4 To God the spacious sea belongs; God made its waves and tides, and by God's hand the rising land was formed, and still abides. 5 O come, and bowing down to God our worship let us bring; yea, let us kneel before the Lord, our Maker and our King. Informational Notes This selection of paraphrased verses from Psalm 95 was prepared by a joint committee of nine North American churches in the Reformed tradition.  It is set here to an anonymous and originally nameless tune, eventually named to reflect that its first publication was in Dublin.","1 O come and sing unto the Lord; to God our voices raise; let us in our most joyful songs the Lord, our Savior, praise. 2 Before God's presence let us come with praise and thankful voice; let us sing psalms to God with grace; with grateful hearts, rejoice. 3 The Lord our God is King of kings, above all gods enthroned; the depths of earth and mountains high by God alone are owned. 4 To God the spacious sea belongs; God made its waves and tides, and by God's hand the rising land was formed, and still abides. 5 O come, and bowing down to God our worship let us bring; yea, let us kneel before the Lord, our Maker and our King."
639,"Previous Hymn Next Hymn Favorite Create O Sing a New Song Added to Favorites ‹ › Lyrics Refrain: O sing a new song to the Lord; sing to the Lord; sing all the earth. 1 O sing a new song to the Lord; sing to the Lord, all the earth! Sing to God and praise God’s name. 2 Proclaim God's salvation day by day; tell of God's glory among the nations, and God's marvels to all the people.	(Refrain) 3 The Lord is great and worthy of all praise, to be feared more than all gods; all other gods are merely idols. 4  For the Lord made the heavens! O the splendor and majesty of God's presence! O the power and beauty of God's temple. 	(Refrain) 5 Let the heavens be glad; let the earth rejoice; let the sea roar, and all its creatures; be glad, you fields, and all your fruit. 6 Shout for joy, all trees of the woods, at the presence of God, who now comes, who comes to judge the earth with right and the people with truth. 	(Refrain) Informational Notes This setting of Psalm 96 provides a refrain for singing before the chanting of the psalm’s verses, at designated intervals between the verses, and at the conclusion of the psalm. In our praise of God we are made new, and that change in us is what makes our songs new.","Refrain: O sing a new song to the Lord; sing to the Lord; sing all the earth. 1 O sing a new song to the Lord; sing to the Lord, all the earth! Sing to God and praise God’s name. 2 Proclaim God's salvation day by day; tell of God's glory among the nations, and God's marvels to all the people.	(Refrain) 3 The Lord is great and worthy of all praise, to be feared more than all gods; all other gods are merely idols. 4  For the Lord made the heavens! O the splendor and majesty of God's presence! O the power and beauty of God's temple. 	(Refrain) 5 Let the heavens be glad; let the earth rejoice; let the sea roar, and all its creatures; be glad, you fields, and all your fruit. 6 Shout for joy, all trees of the woods, at the presence of God, who now comes, who comes to judge the earth with right and the people with truth. 	(Refrain)"
640,"Previous Hymn Next Hymn Favorite Create Open Your Mouth and Praise the Lord! Added to Favorites Lyrics Informational Notes Drawing on a number of verses from Psalms (47:1; 51:15; 135:3; 150:4), this song joins an English text to a Yoruba melody that clearly uses the call-and-response pattern heard in many African traditions and in African American spirituals (and encourages improvised additions).",
641,"Previous Hymn Next Hymn Favorite Create When in Our Music God Is Glorified Added to Favorites Lyrics 1 When in our music God is glorified, and adoration leaves no room for pride, it is as though the whole creation cried: Alleluia! 2 How often, making music, we have found a new dimension in the world of sound, as worship moved us to a more profound Alleluia! 3 So has the church, in liturgy and song, in faith and love, through centuries of wrong, borne witness to the truth in every tongue: Alleluia! 4 And did not Jesus sing a psalm that night when utmost evil strove against the light? Then let us sing, for whom he won the fight: Alleluia! 5 Let every instrument be tuned for praise! Let all rejoice who have a voice to raise! And may God give us faith to sing always: Alleluia! Informational Notes Written to supply this tune with words suitable for occasions celebrating music, this text explores how human song gives voice to creation, how music can convey new insight, how sung faith has kept the church authentic, how Jesus relied on the psalms, and how sound can be praise.","1 When in our music God is glorified, and adoration leaves no room for pride, it is as though the whole creation cried: Alleluia! 2 How often, making music, we have found a new dimension in the world of sound, as worship moved us to a more profound Alleluia! 3 So has the church, in liturgy and song, in faith and love, through centuries of wrong, borne witness to the truth in every tongue: Alleluia! 4 And did not Jesus sing a psalm that night when utmost evil strove against the light? Then let us sing, for whom he won the fight: Alleluia! 5 Let every instrument be tuned for praise! Let all rejoice who have a voice to raise! And may God give us faith to sing always: Alleluia!"
642,"Previous Hymn Next Hymn Favorite Create Heleluyan, We Are Singing Added to Favorites Lyrics Refrain (All): Heleluyan, we are singing. Hele, heleluyan. Heleluyan, now and always. Hele, heleluyan. 1 Leader: Christians everywhere shall sing now and always: All: hele, heleluyan. Leader: Christians everywhere shall sing now and always: All: hele, heleluyan. 2 Leader: Town and country people sing to Jesus: All: hele, heleluyan. Leader: Town and country people sing to Jesus: All: hele, heleluyan. 3 Leader: People far and near will join the chorus: All: hele, heleluyan. Leader: People far and near will join the chorus: All: hele, heleluyan. Informational Notes This Muscogee hymn is a Trail of Tears song, a testimony that their Christian faith was more powerful than their mistreatment by those who took away their ancestral homelands. Revered and cherished, it remains the most popular Muscogee hymn sung in churches in Oklahoma.","Refrain (All): Heleluyan, we are singing. Hele, heleluyan. Heleluyan, now and always. Hele, heleluyan. 1 Leader: Christians everywhere shall sing now and always: All: hele, heleluyan. Leader: Christians everywhere shall sing now and always: All: hele, heleluyan. 2 Leader: Town and country people sing to Jesus: All: hele, heleluyan. Leader: Town and country people sing to Jesus: All: hele, heleluyan. 3 Leader: People far and near will join the chorus: All: hele, heleluyan. Leader: People far and near will join the chorus: All: hele, heleluyan."
643,"Previous Hymn Next Hymn Favorite Create Now Thank We All Our God Added to Favorites Lyrics 1 Now thank we all our God with heart and hands and voices, who wondrous things hath done, in whom this world rejoices; who, from our mothers' arms, hath blessed us on our way with countless gifts of love, and still is ours today. 2 O may this bounteous God through all our life be near us, with ever joyful hearts and blessed peace to cheer us; and keep us in God's grace, and guide us when perplexed, and free us from all ills in this world and the next. 3 All praise and thanks to God, who reigns in highest heaven, to Father and to Son and Spirit now be given: the one eternal God, whom heaven and earth adore, the God who was, and is, and shall be evermore. Informational Notes Although this hymn is often used on large and festive occasions, its first two stanzas had much humbler beginnings:  they originated as a family table prayer during the Thirty Years’ War (1618–1648). These words have been associated with this tune since the mid-17th century.","1 Now thank we all our God with heart and hands and voices, who wondrous things hath done, in whom this world rejoices; who, from our mothers' arms, hath blessed us on our way with countless gifts of love, and still is ours today. 2 O may this bounteous God through all our life be near us, with ever joyful hearts and blessed peace to cheer us; and keep us in God's grace, and guide us when perplexed, and free us from all ills in this world and the next. 3 All praise and thanks to God, who reigns in highest heaven, to Father and to Son and Spirit now be given: the one eternal God, whom heaven and earth adore, the God who was, and is, and shall be evermore."
644,"Previous Hymn Next Hymn Favorite Create Give Thanks, O Christian People Added to Favorites Lyrics 1 Give thanks, O Christian people, for workers of our day who heed the call to service and make it their life's way to go to feed the hungry, to tend to those in need, to work for equal justice, till all God's folk are freed. 2 Give thanks, O Christian people, for leaders of our years who live to share with others our joy when Christ appears, to teach the ones who seek light, to guide the faltering feet, to lead the followers forward our living Lord to meet. 3 Give thanks, O Christian people, for all who love the Lord, who live each day believing in God's eternal Word: to share Christ's love in living, to witness with each deed, to use the talents given to plant the gospel seed. 4 Give thanks, O Christian people, for life in fellowship with all who trust our Savior their serving to equip: to ease another's burdens, to cope in joy and stress, to magnify God's message and Christ's great love confess. Informational Notes This text was written by a Presbyterian director of Christian education in Washington, DC, to honor the ministry of a colleague who was leaving the area. It is an effective reminder that God’s people serve in many vocations and ministries. The tune adapts a secular German song.","1 Give thanks, O Christian people, for workers of our day who heed the call to service and make it their life's way to go to feed the hungry, to tend to those in need, to work for equal justice, till all God's folk are freed. 2 Give thanks, O Christian people, for leaders of our years who live to share with others our joy when Christ appears, to teach the ones who seek light, to guide the faltering feet, to lead the followers forward our living Lord to meet. 3 Give thanks, O Christian people, for all who love the Lord, who live each day believing in God's eternal Word: to share Christ's love in living, to witness with each deed, to use the talents given to plant the gospel seed. 4 Give thanks, O Christian people, for life in fellowship with all who trust our Savior their serving to equip: to ease another's burdens, to cope in joy and stress, to magnify God's message and Christ's great love confess."
645,"Previous Hymn Next Hymn Favorite Create Sing Praise to God Who Reigns Above Added to Favorites ‹ › Lyrics 1 Sing praise to God who reigns above, the God of all creation, the God of power, the God of love, the God of our salvation. With healing balm my soul is filled, and every faithless murmur stilled: to God all praise and glory! 2 What God’s almighty power has made God's gracious mercy keepeth; by morning glow or evening shade God's watchful eye ne'er sleepeth. Within the kingdom of God's might, lo! all is just and all is right: to God all praise and glory! 3 The Lord is never far away, but, through all grief distressing, an ever-present help and stay, our peace and joy and blessing, as with a mother's tender hand God gently leads the chosen band: to God all praise and glory! 4 Thus all my toilsome way along I sing aloud thy praises, that all may hear the grateful song my voice unwearied raises. Be joyful in the Lord, my heart; both soul and body, take your part: to God all praise and glory! Informational Notes The regal divine imagery here will not be new to most singers, but some may not expect the third stanza’s image of God as mother. Yet it is part of God’s self-description in Isaiah 66:13. This Bohemian Brethren tune resembles both Genevan psalm tunes and French folk songs.","1 Sing praise to God who reigns above, the God of all creation, the God of power, the God of love, the God of our salvation. With healing balm my soul is filled, and every faithless murmur stilled: to God all praise and glory! 2 What God’s almighty power has made God's gracious mercy keepeth; by morning glow or evening shade God's watchful eye ne'er sleepeth. Within the kingdom of God's might, lo! all is just and all is right: to God all praise and glory! 3 The Lord is never far away, but, through all grief distressing, an ever-present help and stay, our peace and joy and blessing, as with a mother's tender hand God gently leads the chosen band: to God all praise and glory! 4 Thus all my toilsome way along I sing aloud thy praises, that all may hear the grateful song my voice unwearied raises. Be joyful in the Lord, my heart; both soul and body, take your part: to God all praise and glory!"
646,"Previous Hymn Next Hymn Favorite Create Sing Out, My Soul Added to Favorites Lyrics Sing out, my soul. Sing out, my soul. Sing out and glorify the Lord who sets us free. Sing out, my soul. Sing out, my soul. Sing out and glorify the Lord God! Magnificat. Magnificat. Magnificat anima mea Dominum. Magnificat. Magnificat. Magnificat anima mea! Informational Notes This canonic chant from the Taizé Community is based on the opening phrase of Mary’s song when she visited her relative Elizabeth, mother of John the Baptist (Luke 1:39–56). Both Eastern and Western churches have used the full text for many centuries as part of daily prayers.","Sing out, my soul. Sing out, my soul. Sing out and glorify the Lord who sets us free. Sing out, my soul. Sing out, my soul. Sing out and glorify the Lord God! Magnificat. Magnificat. Magnificat anima mea Dominum. Magnificat. Magnificat. Magnificat anima mea!"
647,"Previous Hymn Next Hymn Favorite Create Give Thanks Added to Favorites Lyrics Give thanks with a grateful heart; give thanks to the Holy One; give thanks because we’re given Jesus Christ, the Son. Give thanks with a grateful heart; give thanks to the Holy One; give thanks because we’re given Jesus Christ, the Son. And now let the weak say, “We are strong”; let the poor say, “We are rich because of what the Lord has done for us!” And now let the weak say, “We are strong”; let the poor say, “We are rich because of what the Lord has done for us!” Give thanks. Give thanks. Informational Notes Drawing on language from 2 Corinthians 6:10 and 12:10 as well as Psalm 126:3, this short and repetitive song can be easily memorized. The simple vocabulary makes it suitable for multigenerational use, reminding all ages how gratitude for God’s goodness changes our perspective.","Give thanks with a grateful heart; give thanks to the Holy One; give thanks because we’re given Jesus Christ, the Son. Give thanks with a grateful heart; give thanks to the Holy One; give thanks because we’re given Jesus Christ, the Son. And now let the weak say, “We are strong”; let the poor say, “We are rich because of what the Lord has done for us!” And now let the weak say, “We are strong”; let the poor say, “We are rich because of what the Lord has done for us!” Give thanks. Give thanks."
648,"Previous Hymn Next Hymn Favorite Create Thankful Hearts and Voices Raise Added to Favorites Lyrics Thankful hearts and voices raise; tell everyone what God has done. Let everyone who seeks the Lord rejoice and bear the name of Christ. Send us with your promises and lead your people forth in joy with shouts of thanksgiving. Alleluia, alleluia. Informational Notes This canticle for use at the close of worship comes from Evangelical Lutheran Worship (2006) and is included here in honor of the full communion agreement between the Presbyterian Church (U.S.A.) and the Evangelical Lutheran Church in America. It concludes with echoes of Isaiah 55:12.","Thankful hearts and voices raise; tell everyone what God has done. Let everyone who seeks the Lord rejoice and bear the name of Christ. Send us with your promises and lead your people forth in joy with shouts of thanksgiving. Alleluia, alleluia."
649,"Previous Hymn Next Hymn Favorite Create Amazing Grace, How Sweet the Sound Added to Favorites ‹ › Lyrics 1 Amazing grace, how sweet the sound, that saved a wretch like me! I once was lost, but now am found, was blind, but now I see. 2 'Twas grace that taught my heart to fear, and grace my fears relieved. How precious did that grace appear the hour I first believed! 3 Through many dangers, toils, and snares, I have already come. 'Tis grace has brought me safe thus far, and grace will lead me home. 4 The Lord has promised good to me; his word my hope secures. He will my shield and portion be as long as life endures. 5 When we've been there ten thousand years, bright shining as the sun, we've no less days to sing God's praise than when we'd first begun. Choctaw Shilombish holitopa ma! Ishmminti pulla cha hatak ilbusha pia ha is pi yukpalashke. Creek Po ya fek cha he thlat ah tet ah non ah cha pa kas cha fee kee o funnan la kus um e ha ta la yus. Navaho Nizhóníígo joobá diits’ a’ yisdáshíítinigíí, lah yóóiiyá, k’ ad shénáhoosdzin, doo eesh’ ̗̗̗̗í ̗̗í da ńt’ éé. Cherokee Ooh nay thla nah, hee oo maw gee’. E gah gwoo yah hay ee. Naw gwoo joe sah, we you low say, e gah gwoo yah ho nah. Kiowa Daw k’ee da ha dawstsahy he tsow’haw daw k’ee da ha dawtsahy hee. By dawtsahy taw, gaw aym ow thah t’aw, daw k’ee da ha dawtsahy h’ee. Informational Notes As was his custom, the author wrote this hymn to accompany his sermon on 1 Chronicles 17:16–17, preached on January 1, 1773; he called it “Faith’s Review and Expectation.” Much of its current popularity comes from this now-familiar tune, an association that began in 1835.","1 Amazing grace, how sweet the sound, that saved a wretch like me! I once was lost, but now am found, was blind, but now I see. 2 'Twas grace that taught my heart to fear, and grace my fears relieved. How precious did that grace appear the hour I first believed! 3 Through many dangers, toils, and snares, I have already come. 'Tis grace has brought me safe thus far, and grace will lead me home. 4 The Lord has promised good to me; his word my hope secures. He will my shield and portion be as long as life endures. 5 When we've been there ten thousand years, bright shining as the sun, we've no less days to sing God's praise than when we'd first begun. Choctaw Shilombish holitopa ma! Ishmminti pulla cha hatak ilbusha pia ha is pi yukpalashke. Creek Po ya fek cha he thlat ah tet ah non ah cha pa kas cha fee kee o funnan la kus um e ha ta la yus. Navaho Nizhóníígo joobá diits’ a’ yisdáshíítinigíí, lah yóóiiyá, k’ ad shénáhoosdzin, doo eesh’ ̗̗̗̗í ̗̗í da ńt’ éé. Cherokee Ooh nay thla nah, hee oo maw gee’. E gah gwoo yah hay ee. Naw gwoo joe sah, we you low say, e gah gwoo yah ho nah. Kiowa Daw k’ee da ha dawstsahy he tsow’haw daw k’ee da ha dawtsahy hee. By dawtsahy taw, gaw aym ow thah t’aw, daw k’ee da ha dawtsahy h’ee."
